,HomeCountry,Filename,duration
80,Trinidad,T81,0.2088125
81,Trinidad,T82,0.5452083333333333
82,Trinidad,T83,0.35639583333333336
83,Trinidad,T84,0.22520833333333334
84,Trinidad,T85,0.29160416666666666
85,Trinidad,T86,0.0968125
86,Trinidad,T87,0.52
87,Trinidad,T88,0.5456041666666667
88,Trinidad,T89,0.18560416666666665
89,Trinidad,T90,0.15320833333333334
90,Trinidad,T91,0.4128125
91,Trinidad,T92,0.4532083333333333
92,Trinidad,T93,0.21560416666666668
93,Trinidad,T94,0.234
94,Trinidad,T95,0.33360416666666665
95,Trinidad,T96,0.16760416666666667
96,Trinidad,T97,0.2503958333333333
97,Trinidad,T98,0.14160416666666667
98,Trinidad,T99,0.13839583333333333
99,Trinidad,T100,0.3148125
100,Trinidad,T101,0.158
101,Trinidad,T102,0.20720833333333333
102,Trinidad,T103,0.47920833333333335
103,Trinidad,T104,0.116
104,Trinidad,T105,0.7572083333333334
105,Trinidad,T106,0.22160416666666666
106,Trinidad,T107,0.3408125
107,Trinidad,T108,0.204
108,Trinidad,T109,0.42120833333333335
109,Trinidad,T110,0.2468125
110,Trinidad,T111,0.146
111,Trinidad,T112,0.7876041666666667
112,Trinidad,T113,0.39720833333333333
113,Trinidad,T114,0.3628125
114,Trinidad,T115,0.28160416666666666
115,Trinidad,T116,0.13239583333333332
116,Trinidad,T117,0.11839583333333334
117,Trinidad,T118,0.21920833333333334
118,Trinidad,T119,0.2988125
119,Trinidad,T120,0.2088125
120,Trinidad,T121,0.28720833333333334
121,Trinidad,T122,0.2568125
122,Trinidad,T123,0.12320833333333334
123,Trinidad,T124,0.2268125
124,Trinidad,T125,0.17
125,Trinidad,T126,0.12
126,Trinidad,T127,0.1668125
127,Trinidad,T128,0.14039583333333333
128,Trinidad,T129,0.18239583333333334
129,Trinidad,T130,0.3096041666666667
130,Trinidad,T131,0.144
131,Trinidad,T132,0.2888125
132,Trinidad,T133,0.408
133,Trinidad,T134,0.218
134,Trinidad,T135,0.168
135,Trinidad,T136,0.5396041666666667
136,Trinidad,T137,0.25
137,Trinidad,T138,0.16160416666666666
138,Trinidad,T139,0.5932083333333333
139,Trinidad,T140,0.3028125
140,Trinidad,T141,0.4208125
141,Trinidad,T142,0.12
142,Trinidad,T143,0.728
143,Trinidad,T144,0.47320833333333334
144,Trinidad,T145,0.08839583333333334
145,Trinidad,T146,0.33
146,Trinidad,T147,0.23760416666666667
147,Trinidad,T148,0.11120833333333334
148,Trinidad,T149,0.22960416666666666
149,Trinidad,T150,0.114
150,Trinidad,T151,0.42439583333333336
151,Trinidad,T152,0.476
152,Trinidad,T153,0.4483958333333333
153,Trinidad,T154,0.34039583333333334
154,Trinidad,T155,0.9823958333333334
155,Trinidad,T156,1.2663958333333334
156,Trinidad,T157,0.27160416666666665
157,Trinidad,T158,0.404
158,Trinidad,T159,1.2523958333333334
159,Trinidad,T160,0.4528125
160,Trinidad,T161,0.438
161,Trinidad,T162,0.2008125
162,Trinidad,T163,0.6568125
163,Trinidad,T164,0.5596041666666667
164,Trinidad,T165,0.53
165,Trinidad,T166,1.1663958333333333
166,Trinidad,T167,1.2616041666666666
167,Trinidad,T168,1.484
168,Trinidad,T169,0.35839583333333336
169,Trinidad,T170,0.17
170,Trinidad,T171,0.548
171,Trinidad,T172,0.568
172,Trinidad,T173,0.7328125
173,Trinidad,T174,0.278
174,Trinidad,T175,0.2588125
175,Trinidad,T176,0.1448125
176,Trinidad,T177,0.092
177,Trinidad,T178,0.266
178,Trinidad,T179,0.372
179,Trinidad,T180,0.5383958333333333
180,Trinidad,T181,0.6892083333333333
181,Trinidad,T182,0.776
182,Trinidad,T183,0.728
183,Trinidad,T184,0.6768125
184,Trinidad,T185,0.47639583333333335
185,Trinidad,T186,1.0212083333333333
186,Trinidad,T187,0.3752083333333333
187,Trinidad,T188,0.458
188,Trinidad,T189,0.0808125
189,Trinidad,T190,0.14439583333333333
190,Trinidad,T191,0.1068125
191,Trinidad,T192,0.1448125
192,Trinidad,T193,0.13720833333333332
193,Trinidad,T194,0.12120833333333333
194,Trinidad,T195,0.06320833333333334
195,Trinidad,T196,0.47039583333333335
196,Trinidad,T197,0.48439583333333336
197,Trinidad,T198,0.47920833333333335
198,Trinidad,T199,0.264
199,Trinidad,T200,0.3852083333333333
200,Trinidad,T201,0.7592083333333334
201,Trinidad,T202,0.3823958333333333
202,Trinidad,T203,0.47720833333333335
203,Trinidad,T204,0.39639583333333334
204,Trinidad,T205,0.2328125
205,Trinidad,T206,0.22720833333333335
206,Trinidad,T207,0.45360416666666664
207,Trinidad,T208,0.31
208,Trinidad,T209,0.6623958333333333
209,Trinidad,T210,0.6083958333333334
210,Trinidad,T211,0.41760416666666667
211,Trinidad,T212,0.19360416666666666
212,Trinidad,T213,0.1428125
213,Trinidad,T214,0.3163958333333333
214,Trinidad,T215,0.8203958333333333
215,Trinidad,T216,1.3072083333333333
216,Trinidad,T217,0.5888125
217,Trinidad,T218,0.2672083333333333
218,Trinidad,T219,0.33639583333333334
219,Trinidad,T220,0.6476041666666666
220,Trinidad,T221,0.29
221,Trinidad,T222,0.8012083333333333
222,Trinidad,T223,0.9768125
223,Trinidad,T224,0.17760416666666667
224,Trinidad,T225,0.29320833333333335
225,Trinidad,T226,0.0808125
226,Trinidad,T227,0.8263958333333333
227,Trinidad,T228,0.302
228,Trinidad,T229,0.6343958333333334
229,Trinidad,T230,0.2708125
230,Trinidad,T231,0.21360416666666668
231,Trinidad,T232,0.11320833333333333
232,Trinidad,T233,0.5096041666666666
233,Trinidad,T234,0.1568125
234,Trinidad,T235,0.33439583333333334
235,Trinidad,T236,0.7008125
236,Trinidad,T237,0.8796041666666666
237,Trinidad,T238,0.176
238,Trinidad,T239,1.442
239,Trinidad,T240,0.1408125
240,Trinidad,T241,0.3723958333333333
241,Trinidad,T242,0.246
242,Trinidad,T243,0.148
243,Trinidad,T244,0.3848125
244,Trinidad,T245,0.39439583333333333
245,Trinidad,T246,0.3148125
246,Trinidad,T247,0.22920833333333332
247,Trinidad,T248,0.23239583333333333
248,Trinidad,T249,0.5583958333333333
249,Trinidad,T250,0.4728125
250,Trinidad,T251,0.154
251,Trinidad,T252,0.17160416666666667
252,Trinidad,T253,0.27839583333333334
253,Trinidad,T254,0.3863958333333333
254,Trinidad,T255,0.1628125
255,Trinidad,T256,0.228
256,Trinidad,T257,0.21360416666666668
257,Trinidad,T258,0.6388125
258,Trinidad,T259,0.2008125
259,Trinidad,T260,0.484
260,Trinidad,T261,0.19960416666666667
261,Trinidad,T262,0.3912083333333333
262,Trinidad,T263,0.30520833333333336
263,Trinidad,T264,0.12839583333333332
264,Trinidad,T265,0.15039583333333334
265,Trinidad,T266,0.3288125
266,Trinidad,T267,0.13039583333333332
267,Trinidad,T268,0.12560416666666666
268,Trinidad,T269,0.19720833333333335
269,Trinidad,T270,0.27320833333333333
270,Trinidad,T271,0.5216041666666666
271,Trinidad,T272,0.2512083333333333
272,Trinidad,T273,0.20639583333333333
273,Trinidad,T274,0.10120833333333333
274,Trinidad,T275,0.12120833333333333
275,Trinidad,T276,0.24639583333333334
276,Trinidad,T277,0.1608125
277,Trinidad,T278,0.13320833333333335
278,Trinidad,T279,0.7823958333333333
279,Trinidad,T280,0.1608125
280,Trinidad,T281,0.3676041666666667
281,Trinidad,T282,0.30720833333333336
282,Trinidad,T283,0.3128125
283,Trinidad,T284,0.11960416666666666
284,Trinidad,T285,0.18720833333333334
285,Trinidad,T286,0.29039583333333335
286,Trinidad,T287,0.6212083333333334
287,Trinidad,T288,0.1608125
288,Trinidad,T289,0.27720833333333333
289,Trinidad,T290,0.116
290,Trinidad,T291,0.294
291,Trinidad,T292,0.26360416666666664
292,Trinidad,T293,0.23960416666666667
293,Trinidad,T294,0.23239583333333333
294,Trinidad,T295,0.15720833333333334
295,Trinidad,T296,0.19520833333333334
296,Trinidad,T297,0.24520833333333333
297,Trinidad,T298,0.11760416666666666
298,Trinidad,T299,0.5672083333333333
299,Trinidad,T300,0.3763958333333333
300,Trinidad,T301,0.1808125
301,Trinidad,T302,0.14839583333333334
302,Trinidad,T303,0.48560416666666667
303,Trinidad,T304,0.2188125
304,Trinidad,T305,0.19120833333333334
305,Trinidad,T306,0.39160416666666664
306,Trinidad,T307,0.35520833333333335
307,Trinidad,T308,0.46320833333333333
308,Trinidad,T309,0.09839583333333334
309,Trinidad,T310,0.294
310,Trinidad,T311,0.304
311,Trinidad,T312,0.234
312,Trinidad,T313,0.0848125
313,Trinidad,T314,0.1108125
314,Trinidad,T315,0.24720833333333334
315,Trinidad,T316,0.11320833333333333
316,Trinidad,T317,0.14839583333333334
317,Trinidad,T318,0.416
318,Trinidad,T319,0.368
319,Trinidad,T320,0.4228125
320,Trinidad,T321,0.3036041666666667
321,Trinidad,T322,0.4316041666666667
322,Trinidad,T323,0.3696041666666667
323,Trinidad,T324,0.2536041666666667
324,Trinidad,T325,0.372
325,Trinidad,T326,0.35920833333333335
326,Trinidad,T327,0.4492083333333333
327,Trinidad,T328,0.11120833333333334
328,Trinidad,T329,0.27760416666666665
329,Trinidad,T330,0.212
330,Trinidad,T331,0.24239583333333334
331,Trinidad,T332,0.3272083333333333
332,Trinidad,T333,0.7443958333333334
333,Trinidad,T334,0.9688125
334,Trinidad,T335,0.40439583333333334
335,Trinidad,T336,0.4472083333333333
336,Trinidad,T337,0.18439583333333334
337,Trinidad,T338,0.4512083333333333
338,Trinidad,T339,0.2968125
339,Trinidad,T340,0.27120833333333333
340,Trinidad,T341,0.578
341,Trinidad,T342,1.2076041666666666
342,Trinidad,T343,0.17039583333333333
343,Trinidad,T344,0.7508125
344,Trinidad,T345,0.27520833333333333
345,Trinidad,T346,0.16560416666666666
346,Trinidad,T347,1.8683958333333333
347,Trinidad,T348,0.40439583333333334
348,Trinidad,T349,0.1808125
349,Trinidad,T350,0.16
350,Trinidad,T351,0.3828125
351,Trinidad,T352,0.22320833333333334
352,Trinidad,T353,0.6083958333333334
353,Trinidad,T354,0.42039583333333336
354,Trinidad,T355,0.46920833333333334
355,Trinidad,T356,0.5312083333333333
356,Trinidad,T357,0.40760416666666666
357,Trinidad,T358,0.1388125
358,Trinidad,T359,0.296
359,Trinidad,T360,0.7168125
360,Trinidad,T361,0.19560416666666666
361,Trinidad,T362,0.318
362,Trinidad,T363,0.5232083333333334
363,Trinidad,T364,0.5416041666666667
364,Trinidad,T365,0.09160416666666667
365,Trinidad,T366,0.6608125
366,Trinidad,T367,0.588
367,Trinidad,T368,0.1528125
368,Trinidad,T369,1.0423958333333334
369,Trinidad,T370,1.278
370,Trinidad,T371,0.5908125
371,Trinidad,T372,0.14360416666666667
372,Trinidad,T373,0.21760416666666665
373,Trinidad,T374,0.2048125
374,Trinidad,T375,0.4496041666666667
375,Trinidad,T376,1.088
376,Trinidad,T377,0.17760416666666667
377,Trinidad,T378,0.3
378,Trinidad,T379,0.336
379,Trinidad,T380,0.3812083333333333
380,Trinidad,T381,0.256
381,Trinidad,T382,0.84
382,Trinidad,T383,0.7968125
383,Trinidad,T384,0.3743958333333333
384,Trinidad,T385,0.264
385,Trinidad,T386,0.08039583333333333
386,Trinidad,T387,0.24439583333333334
387,Trinidad,T388,0.13
388,Trinidad,T389,0.49
389,Trinidad,T390,0.7883958333333333
390,Trinidad,T391,0.4992083333333333
391,Trinidad,T392,0.09
392,Trinidad,T393,0.3292083333333333
393,Trinidad,T394,0.16360416666666666
394,Trinidad,T395,0.488
395,Trinidad,T396,0.1788125
396,Trinidad,T397,0.6592083333333333
397,Trinidad,T398,0.232
398,Trinidad,T399,0.9792083333333333
399,Trinidad,T400,0.116
400,Trinidad,T401,0.30520833333333336
401,Trinidad,T402,0.15439583333333334
402,Trinidad,T403,0.15
403,Trinidad,T404,0.17720833333333333
404,Trinidad,T405,0.7992083333333333
405,Trinidad,T406,0.7676041666666666
406,Trinidad,T407,0.274
407,Trinidad,T408,0.15520833333333334
408,Trinidad,T409,0.2008125
409,Trinidad,T410,0.30120833333333336
410,Trinidad,T411,0.12239583333333333
411,Trinidad,T412,0.326
412,Trinidad,T413,0.19
413,Trinidad,T414,0.46039583333333334
414,Trinidad,T415,0.766
415,Trinidad,T416,0.2748125
416,Trinidad,T417,0.19560416666666666
417,Trinidad,T418,0.23
418,Trinidad,T419,0.2
419,Trinidad,T420,0.3083958333333333
420,Trinidad,T421,0.5576041666666667
421,Trinidad,T422,0.4448125
422,Trinidad,T423,0.9088125
423,Trinidad,T424,0.3232083333333333
424,Trinidad,T425,0.29839583333333336
425,Trinidad,T426,0.48120833333333335
426,Trinidad,T427,0.8756041666666666
427,Trinidad,T428,0.24520833333333333
428,Trinidad,T429,0.27920833333333334
429,Trinidad,T430,0.3103958333333333
430,Trinidad,T431,0.3088125
431,Trinidad,T432,0.3683958333333333
432,Trinidad,T433,0.3732083333333333
433,Trinidad,T434,0.3123958333333333
434,Trinidad,T435,0.22120833333333334
435,Trinidad,T436,0.238
436,Trinidad,T437,0.1768125
437,Trinidad,T438,0.5503958333333333
438,Trinidad,T439,0.3016041666666667
439,Trinidad,T440,0.16960416666666667
440,Trinidad,T441,0.29760416666666667
441,Trinidad,T442,0.3003958333333333
442,Trinidad,T443,0.2548125
443,Trinidad,T444,0.08560416666666666
444,Trinidad,T445,0.17039583333333333
445,Trinidad,T446,0.15760416666666666
446,Trinidad,T447,0.42120833333333335
447,Trinidad,T448,0.2468125
448,Trinidad,T449,0.1368125
449,Trinidad,T450,0.2908125
450,Trinidad,T451,0.3163958333333333
451,Trinidad,T452,0.40720833333333334
452,Trinidad,T453,0.13920833333333332
453,Trinidad,T454,0.1748125
454,Trinidad,T455,0.8263958333333333
455,Trinidad,T456,0.416
456,Trinidad,T457,0.7392083333333334
457,Trinidad,T458,0.2148125
458,Trinidad,T459,0.41239583333333335
459,Trinidad,T460,0.206
460,Trinidad,T461,0.5048125
461,Trinidad,T462,0.8848125
462,Trinidad,T463,0.3428125
463,Trinidad,T464,0.23360416666666667
464,Trinidad,T465,0.13360416666666666
465,Trinidad,T466,0.236
466,Trinidad,T467,0.08120833333333333
467,Trinidad,T468,0.9628125
468,Trinidad,T469,0.22760416666666666
469,Trinidad,T470,0.19320833333333334
470,Trinidad,T471,0.3696041666666667
471,Trinidad,T472,0.40920833333333334
472,Trinidad,T473,0.42039583333333336
473,Trinidad,T474,0.6096041666666666
474,Trinidad,T475,0.10120833333333333
475,Trinidad,T476,0.3232083333333333
476,Trinidad,T477,0.24120833333333333
477,Trinidad,T478,0.22039583333333335
478,Trinidad,T479,0.22120833333333334
479,Trinidad,T480,0.124
480,Trinidad,T481,0.546
481,Trinidad,T482,0.5708125
482,Trinidad,T483,0.7096041666666667
483,Trinidad,T484,0.6823958333333333
484,Trinidad,T485,0.3588125
485,Trinidad,T486,0.14120833333333332
486,Trinidad,T487,0.7623958333333334
487,Trinidad,T488,0.304
488,Trinidad,T489,0.3063958333333333
489,Trinidad,T490,0.8308125
490,Trinidad,T491,0.394
491,Trinidad,T492,0.5196041666666666
492,Trinidad,T493,0.2536041666666667
493,Trinidad,T494,0.386
494,Trinidad,T495,0.17039583333333333
495,Trinidad,T496,0.19
496,Trinidad,T497,0.18360416666666668
497,Trinidad,T498,0.1188125
498,Trinidad,T499,0.348
499,Trinidad,T500,0.306
500,Trinidad,T501,0.26360416666666664
501,Trinidad,T502,0.14639583333333334
502,Trinidad,T503,0.2008125
503,Trinidad,T504,0.29160416666666666
504,Trinidad,T505,0.11720833333333333
505,Trinidad,T506,0.1308125
506,Trinidad,T507,0.3312083333333333
507,Trinidad,T508,0.154
508,Trinidad,T509,0.19320833333333334
509,Trinidad,T510,0.16560416666666666
510,Trinidad,T511,0.246
511,Trinidad,T512,0.28520833333333334
512,Trinidad,T513,0.29639583333333336
513,Trinidad,T514,0.13439583333333333
514,Trinidad,T515,0.2612083333333333
515,Trinidad,T516,0.12960416666666666
516,Trinidad,T517,0.20560416666666667
517,Trinidad,T518,0.21639583333333334
518,Trinidad,T519,0.3623958333333333
519,Trinidad,T520,0.274
520,Trinidad,T521,0.13120833333333334
521,Trinidad,T522,0.12839583333333332
522,Trinidad,T523,0.12160416666666667
523,Trinidad,T524,0.17039583333333333
524,Trinidad,T525,0.08160416666666667
525,Trinidad,T526,0.1208125
526,Trinidad,T527,0.3268125
527,Trinidad,T528,0.39039583333333333
528,Trinidad,T529,0.29120833333333335
529,Trinidad,T530,0.18920833333333334
530,Trinidad,T531,0.12920833333333334
531,Trinidad,T532,0.21720833333333334
532,Trinidad,T533,0.28320833333333334
533,Trinidad,T534,0.21160416666666668
534,Trinidad,T535,0.27239583333333334
535,Trinidad,T536,0.21760416666666665
536,Trinidad,T537,0.1248125
537,Trinidad,T538,0.1088125
538,Trinidad,T539,0.09320833333333334
539,Trinidad,T540,0.13560416666666666
540,Trinidad,T541,0.2048125
541,Trinidad,T542,0.12920833333333334
542,Trinidad,T543,0.21560416666666668
543,Trinidad,T544,0.2888125
544,Trinidad,T545,0.17439583333333333
545,Trinidad,T546,0.126
546,Trinidad,T547,0.3752083333333333
547,Trinidad,T548,0.214
548,Trinidad,T549,0.26360416666666664
549,Trinidad,T550,0.16039583333333332
550,Trinidad,T551,0.22120833333333334
551,Trinidad,T552,0.15239583333333334
552,Trinidad,T553,0.29920833333333335
553,Trinidad,T554,0.0988125
554,Trinidad,T555,0.20320833333333332
555,Trinidad,T556,0.14320833333333333
556,Trinidad,T557,0.088
557,Trinidad,T558,0.11560416666666666
558,Trinidad,T559,0.088
559,Trinidad,T560,0.08320833333333333
560,Trinidad,T561,0.0888125
561,Trinidad,T562,0.0828125
562,Trinidad,T563,0.3136041666666667
563,Trinidad,T564,0.6728125
564,Trinidad,T565,0.2692083333333333
565,Trinidad,T566,0.52
566,Trinidad,T567,0.2596041666666667
567,Trinidad,T568,0.1528125
568,Trinidad,T569,0.29439583333333336
569,Trinidad,T570,0.16360416666666666
570,Trinidad,T571,0.3748125
571,Trinidad,T572,0.23320833333333332
572,Trinidad,T573,0.124
573,Trinidad,T574,0.352
574,Trinidad,T575,0.14039583333333333
575,Trinidad,T576,0.306
576,Trinidad,T577,0.174
577,Trinidad,T578,0.246
578,Trinidad,T579,0.21760416666666665
579,Trinidad,T580,0.27560416666666665
580,Trinidad,T581,0.2648125
581,Trinidad,T582,0.12
582,Trinidad,T583,0.2652083333333333
583,Trinidad,T584,0.13720833333333332
584,Trinidad,T585,0.194
585,Trinidad,T586,0.258
586,Trinidad,T587,0.346
587,Trinidad,T588,0.196
588,Trinidad,T589,0.20160416666666667
589,Trinidad,T590,0.22320833333333334
590,Trinidad,T591,0.1948125
591,Trinidad,T592,0.098
592,Trinidad,T593,0.3236041666666667
593,Trinidad,T594,0.544
594,Trinidad,T595,0.40760416666666666
595,Trinidad,T596,0.1308125
596,Trinidad,T597,0.2468125
597,Trinidad,T598,0.2128125
598,Trinidad,T599,0.11320833333333333
599,Trinidad,T600,0.28439583333333335
600,Trinidad,T601,0.266
601,Trinidad,T602,0.15720833333333334
602,Trinidad,T603,0.24839583333333334
603,Trinidad,T604,0.204
604,Trinidad,T605,0.08520833333333333
605,Trinidad,T606,0.14760416666666668
606,Trinidad,T607,0.3212083333333333
607,Trinidad,T608,0.16160416666666666
608,Trinidad,T609,0.1208125
609,Trinidad,T610,0.21120833333333333
610,Trinidad,T611,0.15520833333333334
611,Trinidad,T612,0.286
612,Trinidad,T613,0.46120833333333333
613,Trinidad,T614,0.1528125
614,Trinidad,T615,0.16839583333333333
615,Trinidad,T616,0.4443958333333333
616,Trinidad,T617,0.3152083333333333
617,Trinidad,T618,0.47560416666666666
618,Trinidad,T619,0.2668125
619,Trinidad,T620,0.352
620,Trinidad,T621,0.20960416666666667
621,Trinidad,T622,0.12
622,Trinidad,T623,0.24760416666666665
623,Trinidad,T624,0.2572083333333333
624,Trinidad,T625,0.19560416666666666
625,Trinidad,T626,0.12760416666666666
626,Trinidad,T627,0.4896041666666667
627,Trinidad,T628,0.2828125
628,Trinidad,T629,0.178
629,Trinidad,T630,0.0908125
630,Trinidad,T631,0.158
631,Trinidad,T632,0.12160416666666667
632,Trinidad,T633,0.08439583333333334
633,Trinidad,T634,0.3843958333333333
634,Trinidad,T635,0.40439583333333334
635,Trinidad,T636,0.3932083333333333
636,Trinidad,T637,0.27239583333333334
637,Trinidad,T638,0.13760416666666667
638,Trinidad,T639,0.7172083333333333
639,Trinidad,T640,1.0356041666666667
640,Trinidad,T641,0.4388125
641,Trinidad,T642,0.2928125
642,Trinidad,T643,0.152
643,Trinidad,T644,0.2628125
644,Trinidad,T645,0.1708125
645,Trinidad,T646,0.7123958333333333
646,Trinidad,T647,0.5523958333333333
647,Trinidad,T648,0.53
648,Trinidad,T649,0.3223958333333333
649,Trinidad,T650,0.08039583333333333
650,Trinidad,T651,0.17839583333333334
651,Trinidad,T652,0.48360416666666667
652,Trinidad,T653,0.616
653,Trinidad,T654,0.6248125
654,Trinidad,T655,0.9052083333333333
655,Trinidad,T656,0.7056041666666667
656,Trinidad,T657,0.2388125
657,Trinidad,T658,1.2623958333333334
658,Trinidad,T659,0.4972083333333333
659,Trinidad,T660,0.39839583333333334
660,Trinidad,T661,0.3183958333333333
661,Trinidad,T662,0.23520833333333332
662,Trinidad,T663,0.35039583333333335
663,Trinidad,T664,0.254
664,Trinidad,T665,0.21239583333333334
665,Trinidad,T666,0.20960416666666667
666,Trinidad,T667,0.20920833333333333
667,Trinidad,T668,0.24120833333333333
668,Trinidad,T669,0.7508125
669,Trinidad,T670,0.6232083333333334
670,Trinidad,T671,1.3448125
671,Trinidad,T672,0.5948125
672,Trinidad,T673,0.6616041666666667
673,Trinidad,T674,0.6356041666666666
674,Trinidad,T675,1.5416041666666667
675,Trinidad,T676,0.4768125
676,Trinidad,T677,0.47920833333333335
677,Trinidad,T678,0.23720833333333333
678,Trinidad,T679,0.28720833333333334
679,Trinidad,T680,0.3063958333333333
680,Trinidad,T681,0.2488125
681,Trinidad,T682,0.17920833333333333
682,Trinidad,T683,0.12120833333333333
683,Trinidad,T684,0.3408125
684,Trinidad,T685,0.29560416666666667
685,Trinidad,T686,0.18439583333333334
686,Trinidad,T687,0.174
687,Trinidad,T688,0.1368125
688,Trinidad,T689,0.2048125
689,Trinidad,T690,0.2168125
690,Trinidad,T691,0.14320833333333333
691,Trinidad,T692,0.392
692,Trinidad,T693,0.14960416666666668
693,Trinidad,T694,0.27360416666666665
694,Trinidad,T695,0.2248125
695,Trinidad,T696,0.35320833333333335
696,Trinidad,T697,0.3272083333333333
697,Trinidad,T698,0.12360416666666667
698,Trinidad,T699,0.302
699,Trinidad,T700,0.09920833333333333
700,Trinidad,T701,0.2516041666666667
701,Trinidad,T702,0.08639583333333334
702,Trinidad,T703,0.3696041666666667
703,Trinidad,T704,0.41720833333333335
704,Trinidad,T705,0.3168125
705,Trinidad,T706,0.24439583333333334
706,Trinidad,T707,0.27239583333333334
707,Trinidad,T708,0.164
708,Trinidad,T709,0.13560416666666666
709,Trinidad,T710,0.24720833333333334
710,Trinidad,T711,0.3588125
711,Trinidad,T712,0.532
712,Trinidad,T713,0.17
713,Trinidad,T714,0.1248125
714,Trinidad,T715,0.3696041666666667
715,Trinidad,T716,0.208
716,Trinidad,T717,0.10039583333333334
717,Trinidad,T718,0.2348125
718,Trinidad,T719,0.15720833333333334
719,Trinidad,T720,0.17039583333333333
720,Trinidad,T721,0.16320833333333334
721,Trinidad,T722,0.2572083333333333
722,Trinidad,T723,0.19920833333333332
723,Trinidad,T724,0.28239583333333335
724,Trinidad,T725,0.09639583333333333
725,Trinidad,T726,0.13360416666666666
726,Trinidad,T727,0.08839583333333334
727,Trinidad,T728,0.1128125
728,Trinidad,T729,0.22839583333333333
729,Trinidad,T730,0.0828125
730,Trinidad,T731,0.138
731,Trinidad,T732,0.3408125
732,Trinidad,T733,0.404
733,Trinidad,T734,0.18639583333333334
734,Trinidad,T735,0.086
735,Trinidad,T736,1.0343958333333334
736,Trinidad,T737,0.19439583333333332
737,Trinidad,T738,0.14120833333333332
738,Trinidad,T739,0.39639583333333334
739,Trinidad,T740,0.224
740,Trinidad,T741,0.2632083333333333
741,Trinidad,T742,0.18960416666666666
742,Trinidad,T743,0.10160416666666666
743,Trinidad,T744,0.08960416666666667
744,Trinidad,T745,0.1928125
745,Trinidad,T746,0.11720833333333333
746,Trinidad,T747,0.08439583333333334
747,Trinidad,T748,0.5623958333333333
748,Trinidad,T749,0.15520833333333334
749,Trinidad,T750,0.08320833333333333
750,Trinidad,T751,1.3676041666666667
751,Trinidad,T752,0.776
752,Trinidad,T753,0.2128125
753,Trinidad,T754,0.4488125
754,Trinidad,T755,0.9748125
755,Trinidad,T756,0.4608125
756,Trinidad,T757,0.3623958333333333
